channel,feature,reference_value,mean_abs_score_delta,max_abs_score_delta,rows_evaluated,interpretation
channel_41,rolling_mean_24,0.811008649567763,0.013863682254340875,0.0633745251380815,5000,model sensitivity evidence; non-causal
channel_41,rolling_std_24,0.0029389027701151515,0.012019771820756194,0.12853191622262328,5000,model sensitivity evidence; non-causal
channel_41,rolling_margin_24,-9.826322396599974e-05,0.007240626905631011,0.060697881594436565,5000,model sensitivity evidence; non-causal
channel_41,rolling_abs_z_24,1.0620846037353855,0.008264408085533578,0.0822740339311806,5000,model sensitivity evidence; non-causal
channel_42,value,0.784737765789032,0.008578658952761949,0.06931763543889208,5000,model sensitivity evidence; non-causal
channel_42,delta_1,0.0,0.009696072612809116,0.10858824205704987,5000,model sensitivity evidence; non-causal
channel_42,rolling_mean_24,0.7846702734629313,0.01239568889522637,0.06832051882756235,5000,model sensitivity evidence; non-causal
channel_42,rolling_std_24,0.004498397045973488,0.012852997182967533,0.11838051635151375,5000,model sensitivity evidence; non-causal
channel_42,rolling_margin_24,-6.653616825735842e-05,0.006439111267934349,0.07809805144195947,5000,model sensitivity evidence; non-causal
channel_42,rolling_abs_z_24,0.9349942959400123,0.00900315024969931,0.08602919897343586,5000,model sensitivity evidence; non-causal
channel_43,value,0.7719001173973083,0.01752233426783781,0.0837355522338935,5000,model sensitivity evidence; non-causal
channel_43,delta_1,0.0,0.009798681348726794,0.12129629106938927,5000,model sensitivity evidence; non-causal
channel_43,rolling_mean_24,0.7720973963538805,0.015477842108372622,0.0678036506156231,5000,model sensitivity evidence; non-causal
channel_43,rolling_std_24,0.0029072564278643347,0.012526571940098959,0.11834751885344957,5000,model sensitivity evidence; non-causal
channel_43,rolling_margin_24,-6.532172362005984e-05,0.006228729752404939,0.07548993648894198,5000,model sensitivity evidence; non-causal
channel_43,rolling_abs_z_24,1.0637997894049342,0.009882937840911918,0.10139242619815092,5000,model sensitivity evidence; non-causal
channel_44,value,0.7968164682388306,0.00820310347699714,0.06729723208589233,5000,model sensitivity evidence; non-causal
channel_44,delta_1,0.0,0.009321323510546245,0.1018834258616575,5000,model sensitivity evidence; non-causal
channel_44,rolling_mean_24,0.7970790440837542,0.013789884936360422,0.0730371769821146,5000,model sensitivity evidence; non-causal
channel_44,rolling_std_24,0.003799986235066834,0.012294007475131017,0.1199321219901493,5000,model sensitivity evidence; non-causal
channel_44,rolling_margin_24,-3.5762786865234375e-07,0.009365689156908089,0.07696535508620783,5000,model sensitivity evidence; non-causal
channel_44,rolling_abs_z_24,0.9355344069789746,0.008924360873917415,0.09748617298203055,5000,model sensitivity evidence; non-causal
channel_45,value,0.8134627938270569,0.012322297572590757,0.07732113948901148,5000,model sensitivity evidence; non-causal
channel_45,delta_1,0.0,0.00986095144426612,0.12058724163903178,5000,model sensitivity evidence; non-causal
channel_45,rolling_mean_24,0.8132511228322983,0.012609294397016172,0.06605162474490811,5000,model sensitivity evidence; non-causal
channel_45,rolling_std_24,0.0033119984762603194,0.013171492251578838,0.12034214497063667,5000,model sensitivity evidence; non-causal
channel_45,rolling_margin_24,-3.558645645773684e-05,0.00811933298936595,0.07973461558395423,5000,model sensitivity evidence; non-causal
channel_45,rolling_abs_z_24,1.0663527407124676,0.007647932700471728,0.09356885380761593,5000,model sensitivity evidence; non-causal
channel_46,value,0.7686724066734314,0.011114817554111487,0.07887230351092184,5000,model sensitivity evidence; non-causal
channel_46,delta_1,0.0,0.00965060940080742,0.10637180366362847,5000,model sensitivity evidence; non-causal
channel_46,rolling_mean_24,0.7684269100427628,0.012150020655051403,0.05684713613104431,5000,model sensitivity evidence; non-causal
channel_46,rolling_std_24,0.0044798013608260395,0.012298304042444743,0.0972507482199671,5000,model sensitivity evidence; non-causal
channel_46,rolling_margin_24,-3.511955340707029e-05,0.00646544679379548,0.06088523824821701,5000,model sensitivity evidence; non-causal
channel_46,rolling_abs_z_24,0.9249363668009885,0.008820135629955426,0.11532878259505047,5000,model sensitivity evidence; non-causal
channel_47,value,0.0017835251055657864,0.004473390914824437,0.037583206246779355,5000,model sensitivity evidence; non-causal
channel_47,delta_1,0.0,0.006700049917055418,0.15181949237148912,5000,model sensitivity evidence; non-causal
channel_47,rolling_mean_24,0.0017836303159128875,0.0037040811542960726,0.023845994241215862,5000,model sensitivity evidence; non-causal
channel_47,rolling_std_24,2.1432839587615173e-06,0.011312819135218252,0.13412579671466923,5000,model sensitivity evidence; non-causal
channel_47,rolling_margin_24,-5.281375100214553e-07,0.009515904920230241,0.13159095535103282,5000,model sensitivity evidence; non-causal
channel_47,rolling_abs_z_24,0.36360925131646626,0.007689362700393781,0.17667469602508584,5000,model sensitivity evidence; non-causal
channel_48,value,0.0018417207757011056,0.0034791287858271886,0.041747559099347686,5000,model sensitivity evidence; non-causal
channel_48,delta_1,0.0,0.0077935827450827415,0.14349005876216703,5000,model sensitivity evidence; non-causal
channel_48,rolling_mean_24,0.0018418259860482067,0.0029612347677502805,0.02410322642211793,5000,model sensitivity evidence; non-causal
channel_48,rolling_std_24,1.8140539251462552e-06,0.01575832077865838,0.15759146504393007,5000,model sensitivity evidence; non-causal
channel_48,rolling_margin_24,-5.264688904087472e-07,0.008131585114696872,0.13089120442818214,5000,model sensitivity evidence; non-causal
channel_48,rolling_abs_z_24,0.3634411730543532,0.008077590996720778,0.1751922627050958,5000,model sensitivity evidence; non-causal
channel_49,value,0.0017961702542379498,0.0029269408883619034,0.019544124272990904,5000,model sensitivity evidence; non-causal
channel_49,delta_1,0.0,0.008511603713141963,0.1471095684198443,5000,model sensitivity evidence; non-causal
channel_49,rolling_mean_24,0.0017948041786439717,0.004237827075396354,0.02552475524847153,5000,model sensitivity evidence; non-causal
channel_49,rolling_std_24,1.825480189384872e-06,0.01742050193713948,0.15564528967059277,5000,model sensitivity evidence; non-causal
channel_49,rolling_margin_24,-5.264494878549648e-07,0.008540177593925035,0.11996954722223574,5000,model sensitivity evidence; non-causal
channel_49,rolling_abs_z_24,0.3546980373316388,0.007674219154464638,0.16018268778122918,5000,model sensitivity evidence; non-causal
channel_50,value,0.7501820921897888,0.0066754410981642994,0.027308033316435276,5000,model sensitivity evidence; non-causal
channel_50,delta_1,0.0,0.008178010503931812,0.14091058959322372,5000,model sensitivity evidence; non-causal
channel_50,rolling_mean_24,0.7494273111224174,0.006047764525498758,0.02991260563792114,5000,model sensitivity evidence; non-causal
channel_50,rolling_std_24,0.0009009129360633795,0.012715092623275347,0.14082299212346672,5000,model sensitivity evidence; non-causal
channel_50,rolling_margin_24,-0.00022189070781075682,0.008236956724156986,0.115754342186555,5000,model sensitivity evidence; non-causal
channel_50,rolling_abs_z_24,0.3660528850047859,0.008298883979480299,0.18333250670551593,5000,model sensitivity evidence; non-causal
channel_51,value,0.7746321558952332,0.00515134295730416,0.028489339389068946,5000,model sensitivity evidence; non-causal
channel_51,delta_1,0.0,0.009287565712554628,0.16256164909855825,5000,model sensitivity evidence; non-causal
channel_51,rolling_mean_24,0.7740987911820412,0.0037079027375858695,0.022472294303270912,5000,model sensitivity evidence; non-causal
channel_51,rolling_std_24,0.0007660487142713208,0.013958956692730652,0.13369466959521425,5000,model sensitivity evidence; non-causal
channel_51,rolling_margin_24,-0.00022118538618087769,0.009341298402525842,0.12806759149848246,5000,model sensitivity evidence; non-causal
channel_51,rolling_abs_z_24,0.3698718809558756,0.007193821092060794,0.17270398347594934,5000,model sensitivity evidence; non-causal
channel_52,value,0.7544338703155518,0.0045141489078269785,0.03576846705077941,5000,model sensitivity evidence; non-causal
channel_52,delta_1,0.0,0.008679072981170146,0.17679494406183283,5000,model sensitivity evidence; non-causal
channel_52,rolling_mean_24,0.7544780746102333,0.006376258843218688,0.033597526861176785,5000,model sensitivity evidence; non-causal
channel_52,rolling_std_24,0.0007671039277321844,0.014100759945072547,0.1533194081662959,5000,model sensitivity evidence; non-causal
channel_52,rolling_margin_24,-0.00022100905577338015,0.00820338459531287,0.11420113511777708,5000,model sensitivity evidence; non-causal
channel_52,rolling_abs_z_24,0.36344364055685124,0.008020112135535957,0.22106071395964044,5000,model sensitivity evidence; non-causal
channel_53,value,0.8582317233085632,0.0038953753871977825,0.1070315616645513,5000,model sensitivity evidence; non-causal
channel_53,delta_1,0.0,0.007942678322186205,0.1515856641169397,5000,model sensitivity evidence; non-causal
channel_53,rolling_mean_24,0.834349604944388,0.007847131885248456,0.10443461982342417,5000,model sensitivity evidence; non-causal
channel_53,rolling_std_24,0.10304460872742055,0.010567059345192567,0.06976721885494641,5000,model sensitivity evidence; non-causal
channel_53,rolling_margin_24,0.018229174117247227,0.008992137538347055,0.10553349787147326,5000,model sensitivity evidence; non-causal
channel_53,rolling_abs_z_24,0.2674895314117785,0.0067284916941267,0.12252385070039262,5000,model sensitivity evidence; non-causal
channel_54,value,0.8001618385314941,0.03022097411126432,0.1173868508427306,5000,model sensitivity evidence; non-causal
channel_54,delta_1,0.0,0.009512005745256982,0.15614550840896685,5000,model sensitivity evidence; non-causal
channel_54,rolling_mean_24,0.7751483470201492,0.04174853204300373,0.11829237040059848,5000,model sensitivity evidence; non-causal
channel_54,rolling_std_24,0.08330976961771257,0.007294042362399775,0.0584725301960225,5000,model sensitivity evidence; non-causal
channel_54,rolling_margin_24,0.0249966333309809,0.01137234483046965,0.07947018006226092,5000,model sensitivity evidence; non-causal
channel_54,rolling_abs_z_24,0.3879835022639307,0.007586456160736003,0.06667495696902015,5000,model sensitivity evidence; non-causal
channel_55,value,0.5716463327407837,0.007941035099798197,0.09305259144332134,5000,model sensitivity evidence; non-causal
channel_55,delta_1,0.0,0.011344131734730846,0.16341238949900483,5000,model sensitivity evidence; non-causal
channel_55,rolling_mean_24,0.5358866800864538,0.00914424170840376,0.09310458798961141,5000,model sensitivity evidence; non-causal
channel_55,rolling_std_24,0.11825786263680003,0.00955417744709105,0.08979480017926678,5000,model sensitivity evidence; non-causal
channel_55,rolling_margin_24,0.029852638641993168,0.008415049489790829,0.08343833143382628,5000,model sensitivity evidence; non-causal
channel_55,rolling_abs_z_24,0.3888122026062234,0.007070846588241321,0.09286503176965655,5000,model sensitivity evidence; non-causal
channel_56,value,0.9000809192657471,0.056985754468995696,0.14267748443338646,5000,model sensitivity evidence; non-causal
channel_56,delta_1,0.0,0.006268283636792969,0.1360728025517714,5000,model sensitivity evidence; non-causal
channel_56,rolling_mean_24,0.8500876625378927,0.04326365036676333,0.1084223497083216,5000,model sensitivity evidence; non-causal
channel_56,rolling_std_24,0.10205202608059571,0.009565599791087155,0.08045461084394401,5000,model sensitivity evidence; non-causal
channel_56,rolling_margin_24,0.03330636024475098,0.011133432984085022,0.06692619117491772,5000,model sensitivity evidence; non-causal
channel_56,rolling_abs_z_24,0.5903260166752287,0.010253743146672087,0.09880015604187298,5000,model sensitivity evidence; non-causal
channel_57,value,0.7774561643600464,0.0360407870280111,0.07903074742810845,5000,model sensitivity evidence; non-causal
channel_57,delta_1,0.0,0.0064786085069395314,0.1400154424535764,5000,model sensitivity evidence; non-causal
channel_57,rolling_mean_24,0.7772650644183159,0.023287950273864284,0.0491471268038729,5000,model sensitivity evidence; non-causal
channel_57,rolling_std_24,0.0007951012924757753,0.010123992338676988,0.12715874330546628,5000,model sensitivity evidence; non-causal
channel_57,rolling_margin_24,-0.00022858629624045168,0.008541868637583399,0.10423716281140871,5000,model sensitivity evidence; non-causal
channel_57,rolling_abs_z_24,0.3641431136475487,0.006843800040263704,0.25445479955246164,5000,model sensitivity evidence; non-causal
channel_58,value,0.7096853256225586,0.02569671227251139,0.05446111378046481,5000,model sensitivity evidence; non-causal
channel_58,delta_1,0.0,0.007401147277046559,0.13644993276055462,5000,model sensitivity evidence; non-causal
channel_58,rolling_mean_24,0.7093410243590673,0.0247510936663383,0.05411856788154873,5000,model sensitivity evidence; non-causal
channel_58,rolling_std_24,0.0007867832921375306,0.012375215384316718,0.14883261642475137,5000,model sensitivity evidence; non-causal
channel_58,rolling_margin_24,-0.0002196580171585083,0.006417489052810015,0.11991793453648847,5000,model sensitivity evidence; non-causal
channel_58,rolling_abs_z_24,0.3541698745076248,0.008593361392190264,0.21694300193399002,5000,model sensitivity evidence; non-causal
channel_59,value,0.8791123628616333,0.04407826069996192,0.08260601059539796,5000,model sensitivity evidence; non-causal
channel_59,delta_1,0.0,0.007765683526736126,0.14308386630423586,5000,model sensitivity evidence; non-causal
channel_59,rolling_mean_24,0.8789203489820162,0.01889185707192351,0.05228567351232216,5000,model sensitivity evidence; non-causal
channel_59,rolling_std_24,0.0007631603173704304,0.014052430461868966,0.14875789683440288,5000,model sensitivity evidence; non-causal
channel_59,rolling_margin_24,-0.0001910900076230737,0.011269341306184026,0.1183140355252571,5000,model sensitivity evidence; non-causal
channel_59,rolling_abs_z_24,0.3540896189603003,0.00822142973749585,0.20326896217486878,5000,model sensitivity evidence; non-causal
channel_60,value,0.7078551650047302,0.041979227813615815,0.08391074604320992,5000,model sensitivity evidence; non-causal
channel_60,delta_1,0.0,0.006070894790037839,0.1546625142106674,5000,model sensitivity evidence; non-causal
channel_60,rolling_mean_24,0.7076256896058718,0.03066071138716247,0.06271268197809876,5000,model sensitivity evidence; non-causal
channel_60,rolling_std_24,0.0008013263665450366,0.011431265842627124,0.12049561024297067,5000,model sensitivity evidence; non-causal
channel_60,rolling_margin_24,-0.0002285937468210486,0.006804236492666399,0.1315206794707423,5000,model sensitivity evidence; non-causal
channel_60,rolling_abs_z_24,0.36341506061076406,0.007346361189092332,0.20071456504179874,5000,model sensitivity evidence; non-causal
channel_61,value,0.5733994245529175,0.01883431829633083,0.04044450064797317,5000,model sensitivity evidence; non-causal
channel_61,delta_1,0.0,5.3603323348797446e-05,0.03804736581882473,5000,model sensitivity evidence; non-causal
channel_61,rolling_mean_24,0.5733994245529175,0.026815780980149487,0.05091396217861527,5000,model sensitivity evidence; non-causal
channel_61,rolling_std_24,3.101641324862029e-08,0.013676269182297173,0.1378677024146293,5000,model sensitivity evidence; non-causal
channel_61,rolling_margin_24,0.0,0.0030054119194100545,0.12989713695051958,5000,model sensitivity evidence; non-causal
channel_61,rolling_abs_z_24,0.0,0.0040015321814249934,0.17024001445224685,5000,model sensitivity evidence; non-causal
channel_62,value,0.4660004675388336,0.02271964313003507,0.04019062665399675,5000,model sensitivity evidence; non-causal
channel_62,delta_1,0.0,6.473013156182725e-05,0.034733627768026354,5000,model sensitivity evidence; non-causal
channel_62,rolling_mean_24,0.4660004675388336,0.03093115867178087,0.062444916513459126,5000,model sensitivity evidence; non-causal
channel_62,rolling_std_24,1.7389547433810376e-08,0.016960964877064902,0.17975964630207047,5000,model sensitivity evidence; non-causal
channel_62,rolling_margin_24,0.0,0.0024557170003746197,0.13437670457738504,5000,model sensitivity evidence; non-causal
channel_62,rolling_abs_z_24,0.0,0.003168238451369925,0.19184956094961136,5000,model sensitivity evidence; non-causal
channel_63,value,0.4897438883781433,0.024833789573579713,0.051685678218393594,5000,model sensitivity evidence; non-causal
channel_63,delta_1,0.0,5.2920133038779606e-05,0.032219679385029454,5000,model sensitivity evidence; non-causal
channel_63,rolling_mean_24,0.4897438883781433,0.029762957378587977,0.06030731135993184,5000,model sensitivity evidence; non-causal
channel_63,rolling_std_24,1.634026294394627e-08,0.020582871982918846,0.15908040024593767,5000,model sensitivity evidence; non-causal
channel_63,rolling_margin_24,0.0,0.00271335798636086,0.08113332670117568,5000,model sensitivity evidence; non-causal
channel_63,rolling_abs_z_24,0.0,0.0037196986959866615,0.17786930694141345,5000,model sensitivity evidence; non-causal
channel_64,value,0.9670743346214294,0.00013137810023140765,0.039171620132249285,5000,model sensitivity evidence; non-causal
channel_64,delta_1,0.0,0.0002682049678375359,0.0756239738876795,5000,model sensitivity evidence; non-causal
channel_64,rolling_mean_24,0.9670743346214294,0.0014378860820005882,0.049489265415614825,5000,model sensitivity evidence; non-causal
channel_64,rolling_std_24,1.4154286212623483e-08,0.20037300232090746,0.29652369141986656,5000,model sensitivity evidence; non-causal
channel_64,rolling_margin_24,0.0,0.0011360082111454097,0.10261827481562602,5000,model sensitivity evidence; non-causal
channel_64,rolling_abs_z_24,0.0,0.002567400575460392,0.09706696356118405,5000,model sensitivity evidence; non-causal
channel_65,value,0.9680150747299194,0.00033863851304397573,0.10772357020012746,5000,model sensitivity evidence; non-causal
channel_65,delta_1,0.0,0.0009913054032153151,0.15139744966986085,5000,model sensitivity evidence; non-causal
channel_65,rolling_mean_24,0.9680150747299194,0.003929944262157863,0.08834320396945622,5000,model sensitivity evidence; non-causal
channel_65,rolling_std_24,4.656861741743597e-09,0.07560454078990218,0.23869404385986298,5000,model sensitivity evidence; non-causal
channel_65,rolling_margin_24,0.0,0.005026568851682733,0.08903709376638602,5000,model sensitivity evidence; non-causal
channel_65,rolling_abs_z_24,0.0,0.0023394215675304176,0.19327283432327402,5000,model sensitivity evidence; non-causal
channel_66,value,0.9925788640975952,0.03711794334203495,0.15041724627946595,5000,model sensitivity evidence; non-causal
channel_66,delta_1,0.0,0.005863262911766116,0.12232383886196241,5000,model sensitivity evidence; non-causal
channel_66,rolling_mean_24,0.9925788640975952,0.029789401976840976,0.13850456919615362,5000,model sensitivity evidence; non-causal
channel_66,rolling_std_24,6.310891764496286e-05,0.013846080450211093,0.05728311260399793,5000,model sensitivity evidence; non-causal
channel_66,rolling_margin_24,0.0,0.008409081301873155,0.08931458936562431,5000,model sensitivity evidence; non-causal
channel_66,rolling_abs_z_24,0.20412414486887287,0.005964773555268053,0.1448772321374029,5000,model sensitivity evidence; non-causal
channel_67,value,0.9961309432983398,0.030595284478273282,0.06740779966971999,5000,model sensitivity evidence; non-causal
channel_67,delta_1,0.0,0.00571945658191941,0.12251920868689276,5000,model sensitivity evidence; non-causal
channel_67,rolling_mean_24,0.9962275698781013,0.02825971443165593,0.10019950340100414,5000,model sensitivity evidence; non-causal
channel_67,rolling_std_24,0.00011963803778234906,0.04215586448264006,0.08285646528371904,5000,model sensitivity evidence; non-causal
channel_67,rolling_margin_24,-3.220885992050171e-05,0.00885050527124069,0.0802216609050107,5000,model sensitivity evidence; non-causal
channel_67,rolling_abs_z_24,0.7582875444051368,0.01843422826741023,0.09425967760510312,5000,model sensitivity evidence; non-causal
channel_68,value,0.7093859910964966,0.017195998695574272,0.11457611823522124,5000,model sensitivity evidence; non-causal
channel_68,delta_1,0.0,0.009857238187330567,0.24904004190446288,5000,model sensitivity evidence; non-causal
channel_68,rolling_mean_24,0.7093859910964966,0.05160678898991804,0.09804433695614823,5000,model sensitivity evidence; non-causal
channel_68,rolling_std_24,5.263334824283932e-05,0.040561115467704356,0.08460257230549917,5000,model sensitivity evidence; non-causal
channel_68,rolling_margin_24,0.0,0.040028199591431425,0.08129513750112805,5000,model sensitivity evidence; non-causal
channel_68,rolling_abs_z_24,0.20412414499223225,0.055395522273858,0.10460973201212453,5000,model sensitivity evidence; non-causal
channel_69,value,0.211964413523674,0.0007344749136199222,0.051546048575323966,5000,model sensitivity evidence; non-causal
channel_69,delta_1,0.0,0.00278340411785813,0.12670948153511796,5000,model sensitivity evidence; non-causal
channel_69,rolling_mean_24,0.211964413523674,0.02011280015699707,0.08073077750275659,5000,model sensitivity evidence; non-causal
channel_69,rolling_std_24,2.0984465703798363e-10,0.0680725495898917,0.13469625931148588,5000,model sensitivity evidence; non-causal
channel_69,rolling_margin_24,0.0,0.022346352986688738,0.0870768125110517,5000,model sensitivity evidence; non-causal
channel_69,rolling_abs_z_24,0.0,0.038476121402337346,0.12770654178130192,5000,model sensitivity evidence; non-causal
channel_70,value,0.7790430188179016,0.012254172138129994,0.050859135392057386,5000,model sensitivity evidence; non-causal
channel_70,delta_1,-0.0013673901557922363,0.01623702366676829,0.06237844467824938,5000,model sensitivity evidence; non-causal
channel_70,rolling_mean_24,0.7799546072880427,0.009827887081366225,0.10438104209511906,5000,model sensitivity evidence; non-causal
channel_70,rolling_std_24,0.004624209171238776,0.012632794927293947,0.10128833017472821,5000,model sensitivity evidence; non-causal
channel_70,rolling_margin_24,-0.0009493182102838782,0.014579542825440177,0.06834756544128834,5000,model sensitivity evidence; non-causal
channel_70,rolling_abs_z_24,0.6991339753897566,0.01932266144293219,0.061040436729363545,5000,model sensitivity evidence; non-causal
channel_71,value,0.8132137656211853,0.030721220202478004,0.05516542902130256,5000,model sensitivity evidence; non-causal
channel_71,delta_1,0.0,0.04313932419791506,0.09450174349350604,5000,model sensitivity evidence; non-causal
channel_71,rolling_mean_24,0.8131550078590711,0.010860950484619594,0.11038674686931044,5000,model sensitivity evidence; non-causal
channel_71,rolling_std_24,0.004009985547058873,0.007817093495077646,0.08832972916801074,5000,model sensitivity evidence; non-causal
channel_71,rolling_margin_24,-0.00018999973932898317,0.031292241423258066,0.06579189929781282,5000,model sensitivity evidence; non-causal
channel_71,rolling_abs_z_24,0.8629237851350466,0.007561372518665018,0.07529173039599213,5000,model sensitivity evidence; non-causal
channel_72,value,0.8232334852218628,0.02488424001979783,0.05224376864447211,5000,model sensitivity evidence; non-causal
channel_72,delta_1,-0.00045734643936157227,0.026690787662607806,0.07501330752484481,5000,model sensitivity evidence; non-causal
channel_72,rolling_mean_24,0.8239177614450455,0.011650225972106765,0.13293719918832936,5000,model sensitivity evidence; non-causal
channel_72,rolling_std_24,0.004423190764064283,0.010459830632348292,0.11969448904804764,5000,model sensitivity evidence; non-causal
channel_72,rolling_margin_24,-0.0010265111923217773,0.020687030493446848,0.0639689004158065,5000,model sensitivity evidence; non-causal
channel_72,rolling_abs_z_24,0.8265026286960111,0.015772197506447372,0.06301796388230785,5000,model sensitivity evidence; non-causal
channel_73,value,0.9380428194999695,0.01704494674062332,0.05041379864511131,5000,model sensitivity evidence; non-causal
channel_73,delta_1,-0.0031874775886535645,0.01307860089392479,0.08480121347666142,5000,model sensitivity evidence; non-causal
channel_73,rolling_mean_24,0.9376616949836413,0.010929707451224133,0.09504097812919471,5000,model sensitivity evidence; non-causal
channel_73,rolling_std_24,0.004478516369927047,0.011653883967814867,0.09593908999857825,5000,model sensitivity evidence; non-causal
channel_73,rolling_margin_24,-0.00032201409339904785,0.026002529826195928,0.06519001462729468,5000,model sensitivity evidence; non-causal
channel_73,rolling_abs_z_24,0.8303703660162718,0.0152418352347849,0.07200266934883615,5000,model sensitivity evidence; non-causal
channel_74,value,0.984053373336792,0.010586715770136652,0.05456332000359193,5000,model sensitivity evidence; non-causal
channel_74,delta_1,-0.0022774338722229004,0.011049264821412441,0.07288843085228125,5000,model sensitivity evidence; non-causal
channel_74,rolling_mean_24,0.9840358545382818,0.019564812116071077,0.10584897175858848,5000,model sensitivity evidence; non-causal
channel_74,rolling_std_24,0.004470783085651053,0.012167139404848067,0.09533246059985723,5000,model sensitivity evidence; non-causal
channel_74,rolling_margin_24,-0.0001711025834083557,0.009037110335627131,0.05014814651536137,5000,model sensitivity evidence; non-causal
channel_74,rolling_abs_z_24,0.6950276974659206,0.011511648711731515,0.07998865963548396,5000,model sensitivity evidence; non-causal
channel_75,value,0.9093416333198547,0.010768751564249402,0.05956409293142584,5000,model sensitivity evidence; non-causal
channel_75,delta_1,-0.0009100437164306641,0.017550647586033603,0.07902778135037924,5000,model sensitivity evidence; non-causal
channel_75,rolling_mean_24,0.9095675945281982,0.011050518591532164,0.0888878986864704,5000,model sensitivity evidence; non-causal
channel_75,rolling_std_24,0.003032083854293787,0.012074298737208809,0.08748859185948182,5000,model sensitivity evidence; non-causal
channel_75,rolling_margin_24,-0.0005674213171005249,0.01194503363094655,0.06685483978497375,5000,model sensitivity evidence; non-causal
channel_75,rolling_abs_z_24,0.7062740935311238,0.015798904350833906,0.07391866164584404,5000,model sensitivity evidence; non-causal
channel_76,value,0.9694740772247314,0.011515060512215564,0.043128867942521576,5000,model sensitivity evidence; non-causal
channel_76,delta_1,-0.0009100437164306641,0.01718990636803808,0.06744014215120708,5000,model sensitivity evidence; non-causal
channel_76,rolling_mean_24,0.9689253345131874,0.010361294999609324,0.08337317701298663,5000,model sensitivity evidence; non-causal
channel_76,rolling_std_24,0.0027434862549163166,0.09197510592844046,0.1492051633819954,5000,model sensitivity evidence; non-causal
channel_76,rolling_margin_24,0.00024461994568503176,0.018106059076147443,0.0574918552914051,5000,model sensitivity evidence; non-causal
channel_76,rolling_abs_z_24,0.7328708647577278,0.008417713882935888,0.033284932524394684,5000,model sensitivity evidence; non-causal
